ID,Body,Team,Accessories,Jersey,Hair,Role,Number,Dunks,Shooting,Playmaking,Defense,Image url,Title,Description,URL,Overall
93,Human IV,Portland Bats,None,Away,Striped,Player,58,73,85,84,82,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/93.png,BALLER #93,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//93,81
94,Human I,Tallahassee Tarantulas,None,Away,Red Crew,Player,17,86,83,61,83,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/94.png,BALLER #94,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//94,78.25
95,Human II,Helena Pronghorns,Armband Headband,Away,Thinning,Player,27,80,90,75,68,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/95.png,BALLER #95,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//95,78.25
96,Human III,Iowa City Rattlesnakes,None,Away,Bedhead,Player,20,72,80,67,80,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/96.png,BALLER #96,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//96,74.75
97,Human II,San Diego Keepers,None,Away,Blonde Crew,Player,37,83,76,69,94,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/97.png,BALLER #97,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//97,80.5
98,Human V,Iowa City Rattlesnakes,None,Away,Brown Taper,Player,26,83,74,74,81,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/98.png,BALLER #98,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//98,78
99,Human I,San Diego Keepers,Armband Headband,Away,Brown Taper,Player,22,80,84,72,76,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/99.png,BALLER #99,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//99,78
101,Human III,Boulder Elks,None,Away,Spiked,Player,82,86,80,76,84,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/101.png,BALLER #101,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//101,81.5
102,Human IV,Portland Bats,None,Away,Blonde Crewcut,Player,98,83,72,73,67,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/102.png,BALLER #102,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//102,73.75
103,Human II,Helena Pronghorns,None,Away,Black Pompadour,Player,96,94,83,65,93,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/103.png,BALLER #103,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//103,83.75
104,Human I,Alaska Whales,Armband Headband,Away,Blonde Short,Player,87,78,86,68,88,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/104.png,BALLER #104,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//104,80
105,Human V,Helena Pronghorns,None,Away,Blonde Short,Player,34,84,72,96,83,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/105.png,BALLER #105,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//105,83.75
106,Human II,Las Vegas Scorpions,None,Away,Blonde Short,Player,34,84,83,70,83,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/106.png,BALLER #106,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//106,80
107,Human III,Alaska Whales,None,Away,Brown Short,Player,96,75,66,69,74,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/107.png,BALLER #107,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//107,71
108,Human III,Portland Bats,None,Away,Red Crew,Player,35,80,78,75,60,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/108.png,BALLER #108,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//108,73.25
109,Human II,San Diego Keepers,None,Away,Spiked,Player,37,83,78,84,82,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/109.png,BALLER #109,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//109,81.75
110,Human III,San Diego Keepers,None,Away,Bedhead,Player,82,78,66,90,75,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/110.png,BALLER #110,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//110,77.25
111,Human V,Iowa City Rattlesnakes,None,Away,Crazy Purple,Player,18,90,98,90,75,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/111.png,BALLER #111,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//111,88.25
112,Human III,Las Vegas Scorpions,None,Away,Crazy Blue,Player,13,78,89,75,82,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/112.png,BALLER #112,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//112,81
113,Human IV,Alaska Whales,None,Away,Crazy Blue,Player,25,80,81,74,72,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/113.png,BALLER #113,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//113,76.75
114,Human I,Iowa City Rattlesnakes,None,Away,Black Short,Player,7,96,66,80,86,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/114.png,BALLER #114,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//114,82
115,Human IV,Alaska Whales,None,Away,Spiked,Player,41,83,77,83,83,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/115.png,BALLER #115,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//115,81.5
116,Human V,Helena Pronghorns,None,Away,Shaved,Player,10,83,83,77,84,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/116.png,BALLER #116,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//116,81.75
117,Human II,Alaska Whales,None,Away,Black Taper,Player,0,85,83,94,83,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/117.png,BALLER #117,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//117,86.25
118,Human III,Boulder Elks,None,Away,Patchy,Player,96,86,82,76,83,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/118.png,BALLER #118,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//118,81.75
1119,Human III,Portland Bats,None,Away,Brown Moptop,Player,73,89,81,83,91,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/119.png,BALLER #1119,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//1119,86
120,Human III,Portland Bats,Armband Headband,Away,Blonde Short,Player,73,89,78,98,62,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/120.png,BALLER #120,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//120,81.75
121,Human II,San Diego Keepers,None,Away,Shaved,Player,8,76,70,83,85,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/121.png,BALLER #121,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//121,78.5
122,Human IV,Alaska Whales,None,Away,Shaved,Player,93,83,73,80,97,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/122.png,BALLER #122,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//122,83.25
123,Human II,Portland Bats,None,Away,Purple Cowlick,Player,27,84,92,77,78,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/123.png,BALLER #123,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//123,82.75
124,Human III,San Diego Keepers,None,Away,Brown Pompadour,Player,66,73,90,82,88,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/124.png,BALLER #124,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//124,83.25
125,Human III,Alaska Whales,Armband Headband,Away,Very Thin,Player,52,81,82,86,82,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/125.png,BALLER #125,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//125,82.75
126,Human I,Tallahassee Tarantulas,None,Away,Blonde Crewcut,Player,54,83,89,86,72,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/126.png,BALLER #126,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//126,82.5
127,Human III,Las Vegas Scorpions,None,Away,Blonde Crew,Player,79,81,73,89,81,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/127.png,BALLER #127,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//127,81
128,Human V,Helena Pronghorns,None,Away,Brown Short,Player,46,84,85,74,77,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/128.png,BALLER #128,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//128,80
129,Human III,Boulder Elks,None,Away,Crazy Purple,Player,42,67,75,74,81,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/129.png,BALLER #129,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//129,74.25
130,Human III,Tallahassee Tarantulas,None,Away,Brown Pompadour,Player,28,91,83,88,99,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/130.png,BALLER #130,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//130,90.25
131,Human II,Iowa City Rattlesnakes,None,Away,Crazy Orange,Player,98,66,72,72,73,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/131.png,BALLER #131,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//131,70.75
132,Human I,Iowa City Rattlesnakes,None,Away,Crazy Purple,Player,33,66,85,90,75,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/132.png,BALLER #132,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//132,79
133,Human III,Iowa City Rattlesnakes,None,Away,Cheetah,Player,99,82,74,80,68,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/133.png,BALLER #133,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//133,76
134,Human II,Las Vegas Scorpions,None,Away,Black Moptop,Player,49,90,80,88,86,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/134.png,BALLER #134,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//134,86
135,Human IV,Alaska Whales,None,Away,Brown Short,Player,33,70,92,72,80,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/135.png,BALLER #135,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//135,78.5
136,Human I,Iowa City Rattlesnakes,None,Away,Black Pompadour,Player,49,93,67,76,76,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/136.png,BALLER #136,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//136,78
137,Human II,Alaska Whales,None,Away,Black Taper,Player,35,74,77,75,60,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/137.png,BALLER #137,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//137,71.5
138,Human V,Portland Bats,None,Away,Red Crew,Player,20,97,72,91,93,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/138.png,BALLER #138,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//138,88.25
139,Human V,Tallahassee Tarantulas,None,Away,Blonde Crewcut,Player,57,60,99,90,77,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/139.png,BALLER #139,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//139,81.5
140,Human III,Las Vegas Scorpions,Armband Headband,Away,Very Thin,Player,73,92,72,77,93,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/140.png,BALLER #140,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//140,83.5
141,Human IV,San Diego Keepers,None,Away,Purple Cowlick,Player,41,82,83,78,77,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/141.png,BALLER #141,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//141,80
142,Human IV,Portland Bats,None,Away,Brown Taper,Player,69,63,81,86,75,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/142.png,BALLER #142,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//142,76.25
143,Human IV,San Diego Keepers,None,Away,Crazy Purple,Player,53,94,90,74,72,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/143.png,BALLER #143,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//143,82.5
144,Human V,Portland Bats,None,Away,Black Short,Player,96,72,73,77,92,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/144.png,BALLER #144,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//144,78.5
145,Human III,San Diego Keepers,None,Away,Light Brown Short,Player,94,81,65,83,92,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/145.png,BALLER #145,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//145,80.25
146,Human II,San Diego Keepers,None,Away,Blonde Crew,Player,64,86,77,84,81,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/146.png,BALLER #146,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//146,82
147,Human I,San Diego Keepers,None,Away,Blonde Crewcut,Player,46,72,67,75,75,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/147.png,BALLER #147,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//147,72.25
148,Human IV,Alaska Whales,None,Away,Light Brown Short,Player,86,66,81,84,81,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/148.png,BALLER #148,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//148,78
149,Human V,Tallahassee Tarantulas,None,Away,Light Brown Short,Player,40,61,94,93,84,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/149.png,BALLER #149,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//149,83
150,Human II,Portland Bats,None,Away,Striped,Player,4,83,86,70,96,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/150.png,BALLER #150,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//150,83.75
151,Human I,Tallahassee Tarantulas,None,Away,Very Thin,Player,36,85,81,85,67,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/151.png,BALLER #151,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//151,79.5
152,Human III,Alaska Whales,None,Away,Brown Moptop,Player,5,89,91,65,80,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/152.png,BALLER #152,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//152,81.25
153,Human V,Las Vegas Scorpions,None,Away,Crazy Blue,Player,3,82,75,85,72,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/153.png,BALLER #153,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//153,78.5
154,Human V,Iowa City Rattlesnakes,None,Away,Blonde Short,Player,61,63,93,83,82,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/154.png,BALLER #154,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//154,80.25
155,Human II,San Diego Keepers,None,Away,Red Crew,Player,63,81,68,77,80,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/155.png,BALLER #155,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//155,76.5
156,Human II,Tallahassee Tarantulas,None,Away,Brown Cowlick,Player,89,68,72,82,86,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/156.png,BALLER #156,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//156,77
157,Human III,Las Vegas Scorpions,None,Away,Crazy Purple,Player,76,76,84,75,75,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/157.png,BALLER #157,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//157,77.5
158,Human III,Las Vegas Scorpions,Armband Headband,Away,Spiked,Player,83,74,80,65,73,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/158.png,BALLER #158,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//158,73
159,Human I,Iowa City Rattlesnakes,None,Away,Thinning,Player,73,72,81,80,70,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/159.png,BALLER #159,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//159,75.75
160,Human III,Tallahassee Tarantulas,None,Away,Thinning,Player,51,74,74,72,63,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/160.png,BALLER #160,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//160,70.75
161,Human I,Tallahassee Tarantulas,None,Away,Thinning,Player,80,69,69,69,76,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/161.png,BALLER #161,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//161,70.75
162,Human III,Las Vegas Scorpions,None,Away,Black Pompadour,Player,49,84,86,81,72,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/162.png,BALLER #162,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//162,80.75
163,Human IV,Tallahassee Tarantulas,None,Away,Striped,Player,31,81,80,68,68,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/163.png,BALLER #163,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//163,74.25
164,Human V,San Diego Keepers,None,Away,Brown Cowlick,Player,80,84,84,92,75,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/164.png,BALLER #164,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//164,83.75
165,Human III,Iowa City Rattlesnakes,None,Away,Patchy,Player,85,91,83,75,73,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/165.png,BALLER #165,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//165,80.5
166,Human V,Tallahassee Tarantulas,None,Away,Black Short,Player,47,68,86,94,83,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/166.png,BALLER #166,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//166,82.75
167,Human IV,San Diego Keepers,None,Away,Crazy Purple,Player,51,67,73,80,89,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/167.png,BALLER #167,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//167,77.25
168,Human I,Alaska Whales,None,Away,Brown Taper,Player,79,74,72,83,66,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/168.png,BALLER #168,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//168,73.75
169,Human III,Las Vegas Scorpions,None,Away,Red Crew,Player,59,81,77,66,72,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/169.png,BALLER #169,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//169,74
170,Human III,Las Vegas Scorpions,None,Away,Purple Cowlick,Player,34,90,74,68,90,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/170.png,BALLER #170,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//170,80.5
171,Human V,Las Vegas Scorpions,None,Away,Red Crew,Player,64,94,80,73,63,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/171.png,BALLER #171,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//171,77.5
172,Human IV,Tallahassee Tarantulas,Armband Headband,Away,Black Taper,Player,97,78,90,83,78,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/172.png,BALLER #172,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//172,82.25
173,Human III,San Diego Keepers,None,Away,Black Pompadour,Player,52,86,68,80,91,ipfs://QmZ6dDfmAzbKq7V37DyUeB8uxbn7yHA4LtP1tyFCwMkF3x/173.png,BALLER #173,A basketball-inspired generative NFT living on the Flow blockchain,https://ongaia.com/collection/ballerz//173,81.25
